batch_size	imratio	epoch	lr	train_loss	train_auc	test_loss	test_auc
200	0.5	0	5e-08	1.0324132442474365	0.5120678544044495	1.0211237668991089	0.5256016254425049
200	0.5	1	5e-08	1.0342285633087158	0.5118771195411682	1.0219162702560425	0.5254616737365723
200	0.5	2	5e-08	1.0328805446624756	0.512227475643158	1.0213640928268433	0.52585768699646
200	0.5	3	5e-08	1.0346240997314453	0.5103681087493896	1.0212873220443726	0.5258035659790039
200	0.5	4	5e-08	1.0337690114974976	0.5107511878013611	1.021583080291748	0.5252962112426758
200	0.5	5	5e-08	1.0360137224197388	0.509671151638031	1.0223135948181152	0.5253120064735413
200	0.5	6	5e-08	1.034970998764038	0.5097432136535645	1.021606683731079	0.5255299806594849
200	0.5	7	5e-08	1.0353467464447021	0.5097721219062805	1.0219675302505493	0.5254457592964172
200	0.5	8	5e-08	1.0340880155563354	0.511080801486969	1.0215954780578613	0.5255743265151978
200	0.5	9	5e-08	1.033698320388794	0.510002851486206	1.0209275484085083	0.5257890224456787
