batch_size	imratio	epoch	lr	train_loss	train_auc	test_loss	test_auc
500	0.5	0	5e-08	1.0062072277069092	0.4822485148906708	1.0048470497131348	0.4874168038368225
500	0.5	1	5e-08	1.00655198097229	0.47998046875	1.0048094987869263	0.4876413345336914
500	0.5	2	5e-08	1.0061932802200317	0.48298293352127075	1.004968285560608	0.4867786467075348
500	0.5	3	5e-08	1.0062479972839355	0.48189452290534973	1.0048633813858032	0.48741114139556885
500	0.5	4	5e-08	1.0068024396896362	0.4798392057418823	1.0048890113830566	0.4872768819332123
500	0.5	5	5e-08	1.0064982175827026	0.48099517822265625	1.0047821998596191	0.4875907897949219
500	0.5	6	5e-08	1.0059911012649536	0.4829517900943756	1.0048772096633911	0.48725026845932007
500	0.5	7	5e-08	1.0058140754699707	0.4851658046245575	1.004974603652954	0.4868665933609009
500	0.5	8	5e-08	1.0063749551773071	0.48090898990631104	1.0048389434814453	0.4873114824295044
500	0.5	9	5e-08	1.0059502124786377	0.4828839898109436	1.004855751991272	0.48747169971466064
